K1 ;K2;K3;K4;K5
Lisences;PL090;Authorities;NPD;.
Lisences;PL090;Authorities;PSA;.
Lisences;PL090;Authorities;Other authorities;.
Lisences;PL090;Financial;.;.
Lisences;PL090;Financial;AFE;.
Lisences;PL090;Financial;WPB;.
Lisences;PL090;Financial;Cash calls;.
Lisences;PL090;Financial;Estimates;.
Lisences;PL090;Financial;Insurance;.
Lisences;PL090;Financial;Lease accounting;.
Lisences;PL090;Financial;Joint interest billing;.
Lisences;PL090;Financial;RNB;.
Lisences;PL090;Financial;Annual status report;.
Lisences;PL090;General information;.;.
Lisences;PL090;General information;Miscellaneous;.
Lisences;PL090;General information;Miscellaneous;Deleted documents
Lisences;PL090;General information;Miscellaneous;To be deleted
Lisences;PL090;General information;3rd party information;.
Lisences;PL090;General information;4th party information;.
Lisences;PL090;General information;4th party information;Publications
Lisences;PL090;General information;5th party information;.
Lisences;PL090;General information;5th party information;Press releases
Lisences;PL090;HSEQ;.;.
Lisences;PL090;HSEQ;Audits;.
Lisences;PL090;HSEQ;Incidents;.
Lisences;PL090;HSEQ;Plans and policies;.
Lisences;PL090;HSEQ;Statistics;.
Lisences;PL090;HSEQ;Studies;.
Lisences;PL090;Limited;.;.
Lisences;PL090;Limited;Operator - Partner only;.
Lisences;PL090;Limited;Operator only;.
Lisences;PL090;Meetings;.;.
Lisences;PL090;Procurement;.;.
Lisences;PL090;Procurement;Administration;.
Lisences;PL090;Procurement;Confidential;.
Lisences;PL090;Projects;.;.
Lisences;PL090;Projects;Development projects;.
Lisences;PL090;Projects;Other;.
Lisences;PL090;Strategies and plans;.;.
Lisences;PL090;Strategies and plans;Long term;.
Lisences;PL090;Strategies and plans;Short term;.
Lisences;PL090;Reporting;.;.
Lisences;PL090;Reporting;Monthly reports;.
Lisences;PL090;Reporting;HSE;.
Lisences;PL090;Reporting;Projects;.
Lisences;PL090;Reporting;Production;.
Lisences;PL090;Reporting;Subsurface;.
Lisences;PL090;Subsurface;.;.
Lisences;PL090;Subsurface;Geology and geophysics;.
Lisences;PL090;Subsurface;Reservoir;.
Lisences;PL090;Subsurface;Seismic;.
Lisences;PL090;Subsurface;Wells;.
Lisences;PL090;Subsurface;Common database;.
Lisences;PL090B;.;.;.
Lisences;PL090B;Agreements;.;.
Lisences;PL090B;Agreements;Commercial;.
Lisences;PL090B;Agreements;Ownership;.
Lisences;PL090B;Authorities;.;.
Lisences;PL090B;Authorities;MPE;.
Lisences;PL090B;Authorities;NPD;.
Lisences;PL090B;Authorities;PSA;.
Lisences;PL090B;Authorities;Other authorities;.
Lisences;PL090B;Financial;.;.
Lisences;PL090B;Financial;AFE;.
Lisences;PL090B;Financial;WPB;.
Lisences;PL090B;Financial;Cash calls;.
Lisences;PL090B;Financial;Estimates;.
Lisences;PL090B;Financial;Insurance;.
Lisences;PL090B;Financial;Lease accounting;.
Lisences;PL090B;Financial;Joint interest billing;.
Lisences;PL090B;Financial;RNB;.
Lisences;PL090B;Financial;Annual status report;.
Lisences;PL090B;General information;.;.
Lisences;PL090B;General information;Miscellaneous;.
Lisences;PL090B;General information;Miscellaneous;Deleted documents
Lisences;PL090B;General information;Miscellaneous;To be deleted
Lisences;PL090B;General information;3rd party information;.
Lisences;PL090B;General information;4th party information;.
Lisences;PL090B;General information;4th party information;Publications
Lisences;PL090B;General information;5th party information;.
Lisences;PL090B;General information;5th party information;Press releases
Lisences;PL090B;HSEQ;.;.
Lisences;PL090B;HSEQ;Audits;.
Lisences;PL090B;HSEQ;Incidents;.
Lisences;PL090B;HSEQ;Plans and policies;.
Lisences;PL090B;HSEQ;Statistics;.
Lisences;PL090B;HSEQ;Studies;.
Lisences;PL090B;Limited;.;.
Lisences;PL090B;Limited;Operator - Partner only;.
Lisences;PL090B;Limited;Operator only;.
Lisences;PL090B;Meetings;.;.
Lisences;PL090B;Procurement;.;.
Lisences;PL090B;Procurement;Administration;.
Lisences;PL090B;Procurement;Confidential;.
Lisences;PL090B;Projects;.;.
Lisences;PL090B;Projects;Development projects;.
Lisences;PL090B;Projects;Other;.
Lisences;PL090B;Strategies and plans;.;.
Lisences;PL090B;Strategies and plans;Long term;.
Lisences;PL090B;Strategies and plans;Short term;.
Lisences;PL090B;Reporting;.;.
Lisences;PL090B;Reporting;Monthly reports;.
Lisences;PL090B;Reporting;HSE;.
Lisences;PL090B;Reporting;Projects;.
Lisences;PL090B;Reporting;Production;.
Lisences;PL090B;Reporting;Subsurface;.
Lisences;PL090B;Subsurface;.;.
Lisences;PL090B;Subsurface;Geology and geophysics;.
Lisences;PL090B;Subsurface;Reservoir;.
Lisences;PL090B;Subsurface;Seismic;.
Lisences;PL090B;Subsurface;Wells;.
Lisences;PL090B;Subsurface;Common database;.
Lisences;PL090C;.;.;.
Lisences;PL090C;Agreements;.;.
Lisences;PL090C;Agreements;Commercial;.
Lisences;PL090C;Agreements;Ownership;.
Lisences;PL090C;Authorities;.;.
Lisences;PL090C;Authorities;MPE;.
Lisences;PL090C;Authorities;NPD;.
Lisences;PL090C;Authorities;PSA;.
Lisences;PL090C;Authorities;Other authorities;.
Lisences;PL090C;Financial;.;.
Lisences;PL090C;Financial;AFE;.
Lisences;PL090C;Financial;WPB;.
Lisences;PL090C;Financial;Cash calls;.
Lisences;PL090C;Financial;Estimates;.
Lisences;PL090C;Financial;Insurance;.
Lisences;PL090C;Financial;Lease accounting;.
Lisences;PL090C;Financial;Joint interest billing;.
Lisences;PL090C;Financial;RNB;.
Lisences;PL090C;Financial;Annual status report;.
Lisences;PL090C;General information;.;.
Lisences;PL090C;General information;Miscellaneous;.
Lisences;PL090C;General information;Miscellaneous;Deleted documents
Lisences;PL090C;General information;Miscellaneous;To be deleted
Lisences;PL090C;General information;3rd party information;.
Lisences;PL090C;General information;4th party information;.
Lisences;PL090C;General information;4th party information;Publications
Lisences;PL090C;General information;5th party information;.
Lisences;PL090C;General information;5th party information;Press releases
Lisences;PL090C;HSEQ;.;.
Lisences;PL090C;HSEQ;Audits;.
Lisences;PL090C;HSEQ;Incidents;.
Lisences;PL090C;HSEQ;Plans and policies;.
Lisences;PL090C;HSEQ;Statistics;.
Lisences;PL090C;HSEQ;Studies;.
Lisences;PL090C;Limited;.;.
Lisences;PL090C;Limited;Operator - Partner only;.
Lisences;PL090C;Limited;Operator only;.
Lisences;PL090C;Meetings;.;.
Lisences;PL090C;Procurement;.;.
Lisences;PL090C;Procurement;Administration;.
Lisences;PL090C;Procurement;Confidential;.
Lisences;PL090C;Projects;.;.
Lisences;PL090C;Projects;Development projects;.
Lisences;PL090C;Projects;Other;.
Lisences;PL090C;Strategies and plans;.;.
Lisences;PL090C;Strategies and plans;Long term;.
Lisences;PL090C;Strategies and plans;Short term;.
Lisences;PL090C;Reporting;.;.
Lisences;PL090C;Reporting;Monthly reports;.
Lisences;PL090C;Reporting;HSE;.
Lisences;PL090C;Reporting;Projects;.
Lisences;PL090C;Reporting;Production;.
Lisences;PL090C;Reporting;Subsurface;.
Lisences;PL090C;Subsurface;.;.
Lisences;PL090C;Subsurface;Geology and geophysics;.
Lisences;PL090C;Subsurface;Reservoir;.
Lisences;PL090C;Subsurface;Seismic;.
Lisences;PL090C;Subsurface;Wells;.
Lisences;PL090C;Subsurface;Common database;.
Lisences;PL090F;.;.;.
Lisences;PL090F;Agreements;.;.
Lisences;PL090F;Agreements;Commercial;.
Lisences;PL090F;Agreements;Ownership;.
Lisences;PL090F;Authorities;.;.
Lisences;PL090F;Authorities;MPE;.
Lisences;PL090F;Authorities;NPD;.
Lisences;PL090F;Authorities;PSA;.
Lisences;PL090F;Authorities;Other authorities;.
Lisences;PL090F;Financial;.;.
Lisences;PL090F;Financial;AFE;.
Lisences;PL090F;Financial;WPB;.
Lisences;PL090F;Financial;Cash calls;.
Lisences;PL090F;Financial;Estimates;.
Lisences;PL090F;Financial;Insurance;.
Lisences;PL090F;Financial;Lease accounting;.
Lisences;PL090F;Financial;Joint interest billing;.
Lisences;PL090F;Financial;RNB;.
Lisences;PL090F;Financial;Annual status report;.
Lisences;PL090F;General information;.;.
Lisences;PL090F;General information;Miscellaneous;.
Lisences;PL090F;General information;Miscellaneous;Deleted documents
Lisences;PL090F;General information;Miscellaneous;To be deleted
Lisences;PL090F;General information;3rd party information;.
Lisences;PL090F;General information;4th party information;.
Lisences;PL090F;General information;4th party information;Publications
Lisences;PL090F;General information;5th party information;.
Lisences;PL090F;General information;5th party information;Press releases
Lisences;PL090F;HSEQ;.;.
Lisences;PL090F;HSEQ;Audits;.
Lisences;PL090F;HSEQ;Incidents;.
Lisences;PL090F;HSEQ;Plans and policies;.
Lisences;PL090F;HSEQ;Statistics;.
Lisences;PL090F;HSEQ;Studies;.
Lisences;PL090F;Limited;.;.
Lisences;PL090F;Limited;Operator - Partner only;.
Lisences;PL090F;Limited;Operator only;.
Lisences;PL090F;Meetings;.;.
Lisences;PL090F;Procurement;.;.
Lisences;PL090F;Procurement;Administration;.
Lisences;PL090F;Procurement;Confidential;.
Lisences;PL090F;Projects;.;.
Lisences;PL090F;Projects;Development projects;.
Lisences;PL090F;Projects;Other;.
Lisences;PL090F;Strategies and plans;.;.
Lisences;PL090F;Strategies and plans;Long term;.
Lisences;PL090F;Strategies and plans;Short term;.
Lisences;PL090F;Reporting;.;.
Lisences;PL090F;Reporting;Monthly reports;.
Lisences;PL090F;Reporting;HSE;.
Lisences;PL090F;Reporting;Projects;.
Lisences;PL090F;Reporting;Production;.
Lisences;PL090F;Reporting;Subsurface;.
Lisences;PL090F;Subsurface;.;.
Lisences;PL090F;Subsurface;Geology and geophysics;.
Lisences;PL090F;Subsurface;Reservoir;.
Lisences;PL090F;Subsurface;Seismic;.
Lisences;PL090F;Subsurface;Wells;.
Lisences;PL090F;Subsurface;Common database;.
Lisences;PL090G;.;.;.
Lisences;PL090G;Agreements;.;.
Lisences;PL090G;Agreements;Commercial;.
Lisences;PL090G;Agreements;Ownership;.
Lisences;PL090G;Authorities;.;.
Lisences;PL090G;Authorities;MPE;.
Lisences;PL090G;Authorities;NPD;.
Lisences;PL090G;Authorities;PSA;.
Lisences;PL090G;Authorities;Other authorities;.
Lisences;PL090G;Financial;.;.
Lisences;PL090G;Financial;AFE;.
Lisences;PL090G;Financial;WPB;.
Lisences;PL090G;Financial;Cash calls;.
Lisences;PL090G;Financial;Estimates;.
Lisences;PL090G;Financial;Insurance;.
Lisences;PL090G;Financial;Lease accounting;.
Lisences;PL090G;Financial;Joint interest billing;.
Lisences;PL090G;Financial;RNB;.
Lisences;PL090G;Financial;Annual status report;.
Lisences;PL090G;General information;.;.
Lisences;PL090G;General information;Miscellaneous;.
Lisences;PL090G;General information;Miscellaneous;Deleted documents
Lisences;PL090G;General information;Miscellaneous;To be deleted
Lisences;PL090G;General information;3rd party information;.
Lisences;PL090G;General information;4th party information;.
Lisences;PL090G;General information;4th party information;Publications
Lisences;PL090G;General information;5th party information;.
Lisences;PL090G;General information;5th party information;Press releases
Lisences;PL090G;HSEQ;.;.
Lisences;PL090G;HSEQ;Audits;.
Lisences;PL090G;HSEQ;Incidents;.
Lisences;PL090G;HSEQ;Plans and policies;.
Lisences;PL090G;HSEQ;Statistics;.
Lisences;PL090G;HSEQ;Studies;.
Lisences;PL090G;Limited;.;.
Lisences;PL090G;Limited;Operator - Partner only;.
Lisences;PL090G;Limited;Operator only;.
Lisences;PL090G;Meetings;.;.
Lisences;PL090G;Procurement;.;.
Lisences;PL090G;Procurement;Administration;.
Lisences;PL090G;Procurement;Confidential;.
Lisences;PL090G;Projects;.;.
Lisences;PL090G;Projects;Development projects;.
Lisences;PL090G;Projects;Other;.
Lisences;PL090G;Strategies and plans;.;.
Lisences;PL090G;Strategies and plans;Long term;.
Lisences;PL090G;Strategies and plans;Short term;.
Lisences;PL090G;Reporting;.;.
Lisences;PL090G;Reporting;Monthly reports;.
Lisences;PL090G;Reporting;HSE;.
Lisences;PL090G;Reporting;Projects;.
Lisences;PL090G;Reporting;Production;.
Lisences;PL090G;Reporting;Subsurface;.
Lisences;PL090G;Subsurface;.;.
Lisences;PL090G;Subsurface;Geology and geophysics;.
Lisences;PL090G;Subsurface;Reservoir;.
Lisences;PL090G;Subsurface;Seismic;.
Lisences;PL090G;Subsurface;Wells;.
Lisences;PL090G;Subsurface;Common database;.
Lisences;PL090HS;.;.;.
Lisences;PL090HS;Agreements;.;.
Lisences;PL090HS;Agreements;Commercial;.
Lisences;PL090HS;Agreements;Ownership;.
Lisences;PL090HS;Authorities;.;.
Lisences;PL090HS;Authorities;MPE;.
Lisences;PL090HS;Authorities;NPD;.
Lisences;PL090HS;Authorities;PSA;.
Lisences;PL090HS;Authorities;Other authorities;.
Lisences;PL090HS;Financial;.;.
Lisences;PL090HS;Financial;AFE;.
Lisences;PL090HS;Financial;WPB;.
Lisences;PL090HS;Financial;Cash calls;.
Lisences;PL090HS;Financial;Estimates;.
Lisences;PL090HS;Financial;Insurance;.
Lisences;PL090HS;Financial;Lease accounting;.
Lisences;PL090HS;Financial;Joint interest billing;.
Lisences;PL090HS;Financial;RNB;.
Lisences;PL090HS;Financial;Annual status report;.
Lisences;PL090HS;General information;.;.
Lisences;PL090HS;General information;Miscellaneous;.
Lisences;PL090HS;General information;Miscellaneous;Deleted documents
Lisences;PL090HS;General information;Miscellaneous;To be deleted
Lisences;PL090HS;General information;3rd party information;.
Lisences;PL090HS;General information;4th party information;.
Lisences;PL090HS;General information;4th party information;Publications
Lisences;PL090HS;General information;5th party information;.
Lisences;PL090HS;General information;5th party information;Press releases
Lisences;PL090HS;HSEQ;.;.
Lisences;PL090HS;HSEQ;Audits;.
Lisences;PL090HS;HSEQ;Incidents;.
Lisences;PL090HS;HSEQ;Plans and policies;.
Lisences;PL090HS;HSEQ;Statistics;.
Lisences;PL090HS;HSEQ;Studies;.
Lisences;PL090HS;Limited;.;.
Lisences;PL090HS;Limited;Operator - Partner only;.
Lisences;PL090HS;Limited;Operator only;.
Lisences;PL090HS;Meetings;.;.
Lisences;PL090HS;Procurement;.;.
Lisences;PL090HS;Procurement;Administration;.
Lisences;PL090HS;Procurement;Confidential;.
Lisences;PL090HS;Projects;.;.
Lisences;PL090HS;Projects;Development projects;.
Lisences;PL090HS;Projects;Other;.
Lisences;PL090HS;Strategies and plans;.;.
Lisences;PL090HS;Strategies and plans;Long term;.
Lisences;PL090HS;Strategies and plans;Short term;.
Lisences;PL090HS;Reporting;.;.
Lisences;PL090HS;Reporting;Monthly reports;.
Lisences;PL090HS;Reporting;HSE;.
Lisences;PL090HS;Reporting;Projects;.
Lisences;PL090HS;Reporting;Production;.
Lisences;PL090HS;Reporting;Subsurface;.
Lisences;PL090HS;Subsurface;.;.
Lisences;PL090HS;Subsurface;Geology and geophysics;.
Lisences;PL090HS;Subsurface;Reservoir;.
Lisences;PL090HS;Subsurface;Seismic;.
Lisences;PL090HS;Subsurface;Wells;.
Lisences;PL090HS;Subsurface;Common database;.
Lisences;PL090JS;.;.;.
Lisences;PL090JS;Agreements;.;.
Lisences;PL090JS;Agreements;Commercial;.
Lisences;PL090JS;Agreements;Ownership;.
Lisences;PL090JS;Authorities;.;.
Lisences;PL090JS;Authorities;MPE;.
Lisences;PL090JS;Authorities;NPD;.
Lisences;PL090JS;Authorities;PSA;.
Lisences;PL090JS;Authorities;Other authorities;.
Lisences;PL090JS;Financial;.;.
Lisences;PL090JS;Financial;AFE;.
Lisences;PL090JS;Financial;WPB;.
Lisences;PL090JS;Financial;Cash calls;.
Lisences;PL090JS;Financial;Estimates;.
Lisences;PL090JS;Financial;Insurance;.
Lisences;PL090JS;Financial;Lease accounting;.
Lisences;PL090JS;Financial;Joint interest billing;.
Lisences;PL090JS;Financial;RNB;.
Lisences;PL090JS;Financial;Annual status report;.
Lisences;PL090JS;General information;.;.
Lisences;PL090JS;General information;Miscellaneous;.
Lisences;PL090JS;General information;Miscellaneous;Deleted documents
Lisences;PL090JS;General information;Miscellaneous;To be deleted
Lisences;PL090JS;General information;3rd party information;.
Lisences;PL090JS;General information;4th party information;.
Lisences;PL090JS;General information;4th party information;Publications
Lisences;PL090JS;General information;5th party information;.
Lisences;PL090JS;General information;5th party information;Press releases
Lisences;PL090JS;HSEQ;.;.
Lisences;PL090JS;HSEQ;Audits;.
Lisences;PL090JS;HSEQ;Incidents;.
Lisences;PL090JS;HSEQ;Plans and policies;.
Lisences;PL090JS;HSEQ;Statistics;.
Lisences;PL090JS;HSEQ;Studies;.
Lisences;PL090JS;Limited;.;.
Lisences;PL090JS;Limited;Operator - Partner only;.
Lisences;PL090JS;Limited;Operator only;.
Lisences;PL090JS;Meetings;.;.
Lisences;PL090JS;Procurement;.;.
Lisences;PL090JS;Procurement;Administration;.
Lisences;PL090JS;Procurement;Confidential;.
Lisences;PL090JS;Projects;.;.
Lisences;PL090JS;Projects;Development projects;.
Lisences;PL090JS;Projects;Other;.
Lisences;PL090JS;Strategies and plans;.;.
Lisences;PL090JS;Strategies and plans;Long term;.
Lisences;PL090JS;Strategies and plans;Short term;.
Lisences;PL090JS;Reporting;.;.
Lisences;PL090JS;Reporting;Monthly reports;.
Lisences;PL090JS;Reporting;HSE;.
Lisences;PL090JS;Reporting;Projects;.
Lisences;PL090JS;Reporting;Production;.
Lisences;PL090JS;Reporting;Subsurface;.
Lisences;PL090JS;Subsurface;.;.
Lisences;PL090JS;Subsurface;Geology and geophysics;.
Lisences;PL090JS;Subsurface;Reservoir;.
Lisences;PL090JS;Subsurface;Seismic;.
Lisences;PL090JS;Subsurface;Wells;.
Lisences;PL090JS;Subsurface;Common database;.
Lisences;PL1016;.;.;.
Lisences;PL1016;Agreements;.;.
Lisences;PL1016;Agreements;Commercial;.
Lisences;PL1016;Agreements;Ownership;.
Lisences;PL1016;Authorities;.;.
Lisences;PL1016;Authorities;MPE;.
Lisences;PL1016;Authorities;NPD;.
Lisences;PL1016;Authorities;PSA;.
Lisences;PL1016;Authorities;Other authorities;.
Lisences;PL1016;Financial;.;.
Lisences;PL1016;Financial;AFE;.
Lisences;PL1016;Financial;WPB;.
Lisences;PL1016;Financial;Cash calls;.
Lisences;PL1016;Financial;Estimates;.
Lisences;PL1016;Financial;Insurance;.
Lisences;PL1016;Financial;Lease accounting;.
Lisences;PL1016;Financial;Joint interest billing;.
Lisences;PL1016;Financial;RNB;.
Lisences;PL1016;Financial;Annual status report;.
Lisences;PL1016;General information;.;.
Lisences;PL1016;General information;Miscellaneous;.
Lisences;PL1016;General information;Miscellaneous;Deleted documents
Lisences;PL1016;General information;Miscellaneous;To be deleted
Lisences;PL1016;General information;3rd party information;.
Lisences;PL1016;General information;4th party information;.
Lisences;PL1016;General information;4th party information;Publications
Lisences;PL1016;General information;5th party information;.
Lisences;PL1016;General information;5th party information;Press releases
Lisences;PL1016;HSEQ;.;.
Lisences;PL1016;HSEQ;Audits;.
Lisences;PL1016;HSEQ;Incidents;.
Lisences;PL1016;HSEQ;Plans and policies;.
Lisences;PL1016;HSEQ;Statistics;.
Lisences;PL1016;HSEQ;Studies;.
Lisences;PL1016;Limited;.;.
Lisences;PL1016;Limited;Operator - Partner only;.
Lisences;PL1016;Limited;Operator only;.
Lisences;PL1016;Meetings;.;.
Lisences;PL1016;Procurement;.;.
Lisences;PL1016;Procurement;Administration;.
Lisences;PL1016;Procurement;Confidential;.
Lisences;PL1016;Projects;.;.
Lisences;PL1016;Projects;Development projects;.
Lisences;PL1016;Projects;Other;.
Lisences;PL1016;Strategies and plans;.;.
Lisences;PL1016;Strategies and plans;Long term;.
Lisences;PL1016;Strategies and plans;Short term;.
Lisences;PL1016;Reporting;.;.
Lisences;PL1016;Reporting;Monthly reports;.
Lisences;PL1016;Reporting;HSE;.
Lisences;PL1016;Reporting;Projects;.
Lisences;PL1016;Reporting;Production;.
Lisences;PL1016;Reporting;Subsurface;.
Lisences;PL1016;Subsurface;.;.
Lisences;PL1016;Subsurface;Geology and geophysics;.
Lisences;PL1016;Subsurface;Reservoir;.
Lisences;PL1016;Subsurface;Seismic;.
Lisences;PL1016;Subsurface;Wells;.
Lisences;PL1016;Subsurface;Common database;.
Lisences;PL1129;.;.;.
Lisences;PL1129;Agreements;.;.
Lisences;PL1129;Agreements;Commercial;.
Lisences;PL1129;Agreements;Ownership;.
Lisences;PL1129;Authorities;.;.
Lisences;PL1129;Authorities;MPE;.
Lisences;PL1129;Authorities;NPD;.
Lisences;PL1129;Authorities;PSA;.
Lisences;PL1129;Authorities;Other authorities;.
Lisences;PL1129;Financial;.;.
Lisences;PL1129;Financial;AFE;.
Lisences;PL1129;Financial;WPB;.
Lisences;PL1129;Financial;Cash calls;.
Lisences;PL1129;Financial;Estimates;.
Lisences;PL1129;Financial;Insurance;.
Lisences;PL1129;Financial;Lease accounting;.
Lisences;PL1129;Financial;Joint interest billing;.
Lisences;PL1129;Financial;RNB;.
Lisences;PL1129;Financial;Annual status report;.
Lisences;PL1129;General information;.;.
Lisences;PL1129;General information;Miscellaneous;.
Lisences;PL1129;General information;Miscellaneous;Deleted documents
Lisences;PL1129;General information;Miscellaneous;To be deleted
Lisences;PL1129;General information;3rd party information;.
Lisences;PL1129;General information;4th party information;.
Lisences;PL1129;General information;4th party information;Publications
Lisences;PL1129;General information;5th party information;.
Lisences;PL1129;General information;5th party information;Press releases
Lisences;PL1129;HSEQ;.;.
Lisences;PL1129;HSEQ;Audits;.
Lisences;PL1129;HSEQ;Incidents;.
Lisences;PL1129;HSEQ;Plans and policies;.
Lisences;PL1129;HSEQ;Statistics;.
Lisences;PL1129;HSEQ;Studies;.
Lisences;PL1129;Limited;.;.
Lisences;PL1129;Limited;Operator - Partner only;.
Lisences;PL1129;Limited;Operator only;.
Lisences;PL1129;Meetings;.;.
Lisences;PL1129;Procurement;.;.
Lisences;PL1129;Procurement;Administration;.
Lisences;PL1129;Procurement;Confidential;.
Lisences;PL1129;Projects;.;.
Lisences;PL1129;Projects;Development projects;.
Lisences;PL1129;Projects;Other;.
Lisences;PL1129;Strategies and plans;.;.
Lisences;PL1129;Strategies and plans;Long term;.
Lisences;PL1129;Strategies and plans;Short term;.
Lisences;PL1129;Reporting;.;.
Lisences;PL1129;Reporting;Monthly reports;.
Lisences;PL1129;Reporting;HSE;.
Lisences;PL1129;Reporting;Projects;.
Lisences;PL1129;Reporting;Production;.
Lisences;PL1129;Reporting;Subsurface;.
Lisences;PL1129;Subsurface;.;.
Lisences;PL1129;Subsurface;Geology and geophysics;.
Lisences;PL1129;Subsurface;Reservoir;.
Lisences;PL1129;Subsurface;Seismic;.
Lisences;PL1129;Subsurface;Wells;.
Lisences;PL1129;Subsurface;Common database;.
Lisences;PL1130;.;.;.
Lisences;PL1130;Agreements;.;.
